puffer_ttp_cl , 11.112757 , 19737 , 3.0940097
mpc , 10.636054 , 18549 , 2.7062312
robust_mpc , 10.58425 , 18093 , 2.6108193
pensieve , 10.717555 , 17840 , 2.7792727
linear_bba , 10.604295 , 18051 , 2.622903
