puffer_ttp_cl , 0.4305701 , 19737 , 0.77200657
mpc , 0.43302307 , 18549 , 0.72598365
robust_mpc , 0.42439579 , 18093 , 0.63942836
pensieve , 0.4340995 , 17840 , 0.6867967
linear_bba , 0.43437726 , 18051 , 0.66672294
